productid,locationid,calendarid,productcategoryid,startdate,enddate,divisionid,unitcost_sum,unitcost_count,initunitprice_sum,initunitprice_count,initunitvol,initrev,optunitprice_sum,optunitprice_count,optunitvol,optrev
89,5,1,29,2012-04-26,2011-09-19,1,764.9,45,1082.39,50,65,200.12,1460.86,1,91,671.13
89,5,2,74,2011-12-18,2012-04-13,4,251.28,82,1359.43,72,21,1470.76,1325.02,97,8,1473.18
89,5,3,55,2011-01-02,2011-06-07,1,935.98,58,1419.65,77,27,1978.98,1751.35,1,45,755.83
89,5,4,27,2012-06-25,2011-07-24,2,972.85,9,578.98,100,65,201.65,627.29,68,54,238.45
89,5,5,67,2012-06-21,2011-01-09,4,126.2,56,1975.72,22,34,1329.14,71.54,92,77,1762.34
89,5,6,90,2012-08-02,2012-08-02,2,132.71,66,120.3,59,39,721.53,376.06,10,73,1944.76
89,5,7,29,2011-10-21,2012-06-09,3,566.16,46,273.94,26,6,441.62,1497.16,60,54,289.33
89,5,8,92,2012-07-13,2012-01-02,2,345.35,98,1915.78,20,63,1782.49,64.43,73,84,769.58
89,5,9,100,2012-07-14,2012-05-20,4,926.5,20,1725.45,38,97,755.86,1011.39,63,34,272.54
89,5,10,7,2012-06-08,2011-03-08,3,694.16,22,1805.92,95,86,921.18,323.84,44,9,1235.81
89,6,1,89,2011-08-17,2011-02-21,2,839.28,21,1205.63,95,11,453.0,1902.72,60,9,371.48
89,6,2,97,2011-12-19,2012-11-23,1,168.04,40,1031.42,68,26,1351.86,269.8,8,20,1159.15
89,6,3,35,2012-11-03,2012-02-17,1,514.03,45,1528.25,87,63,1705.91,1408.05,67,80,454.71
89,6,4,79,2012-02-17,2011-11-05,3,414.61,75,1692.12,97,46,54.69,1219.4,28,83,1910.7
89,6,5,20,2012-04-24,2012-04-10,3,603.52,86,1917.51,41,20,1678.27,1239.09,72,83,149.23
89,6,6,33,2012-04-27,2012-03-28,2,275.49,53,393.63,60,46,771.89,1037.09,81,57,208.46
89,6,7,50,2011-10-26,2012-09-30,1,224.54,99,416.65,17,84,1875.27,245.15,99,92,769.64
89,6,8,43,2011-05-08,2012-06-23,1,186.3,52,1725.23,4,22,980.33,844.93,37,37,120.51
89,6,9,13,2011-04-24,2012-05-08,3,671.06,28,1868.5,81,52,397.59,359.8,7,71,1478.89
89,6,10,36,2011-01-17,2011-06-22,2,558.96,97,1997.78,62,36,734.39,320.89,23,39,1095.35
89,7,1,19,2012-05-14,2011-04-20,3,912.38,18,882.64,54,51,509.79,1305.25,50,32,84.17
89,7,2,47,2011-05-06,2011-02-17,4,154.35,68,516.26,67,50,274.31,1796.08,58,64,800.18
89,7,3,42,2011-03-31,2011-11-30,2,70.49,19,376.08,63,71,896.47,1010.34,66,83,526.11
89,7,4,10,2011-12-30,2012-12-17,4,501.06,48,1640.76,94,80,366.98,1694.34,14,12,1937.43
89,7,5,63,2012-02-08,2011-02-05,3,586.8,79,1903.98,23,92,1893.64,234.97,27,19,783.65
89,7,6,45,2012-02-02,2011-10-03,4,504.53,94,1547.55,67,88,1096.36,673.13,89,61,1214.26
89,7,7,13,2012-12-06,2011-01-17,3,992.64,74,1277.44,45,90,1051.88,1899.02,82,10,1983.6
89,7,8,46,2011-10-11,2012-11-12,1,296.15,19,765.42,3,90,1571.53,1013.54,34,89,1571.17
89,7,9,15,2012-08-04,2011-10-13,2,924.61,80,1746.25,7,46,198.63,212.85,96,47,1142.71
89,7,10,100,2012-11-17,2011-05-04,3,595.03,74,55.22,49,20,165.89,1486.55,36,15,169.32
89,8,1,79,2011-04-11,2011-05-28,2,630.99,93,237.95,87,13,497.14,1917.4,88,77,364.91
89,8,2,18,2011-10-29,2011-02-16,3,430.22,12,425.81,59,60,1200.18,1534.01,89,74,1249.4
89,8,3,49,2011-08-25,2011-11-05,4,726.64,76,636.95,42,51,8.52,1486.2,48,41,214.51
89,8,4,87,2011-12-26,2012-09-24,3,341.76,49,1482.44,92,36,1162.58,211.1,86,44,602.52
89,8,5,46,2012-08-03,2012-05-07,3,17.88,4,821.15,20,100,1622.63,39.61,97,32,1306.76
89,8,6,90,2011-09-13,2012-03-20,1,905.31,20,847.05,26,6,120.04,762.64,61,3,139.92
89,8,7,35,2012-05-26,2012-03-26,2,624.38,41,58.89,43,87,1187.9,1496.66,87,34,1873.83
89,8,8,100,2011-05-02,2011-06-28,1,576.18,66,572.42,35,98,1432.98,1198.11,39,65,731.53
89,8,9,100,2011-01-04,2012-12-31,1,213.9,44,69.57,66,86,751.13,951.03,41,100,1220.44
89,8,10,31,2012-10-24,2012-12-19,2,390.56,44,1829.15,28,33,254.13,99.93,2,23,1574.03
89,9,1,66,2012-11-01,2011-08-12,2,302.75,25,606.26,2,2,1327.21,204.64,47,49,1644.6
89,9,2,28,2012-01-03,2011-04-10,1,301.11,49,641.86,25,73,343.98,185.16,97,78,651.76
89,9,3,58,2011-09-01,2011-12-12,2,777.63,48,1117.21,100,86,1446.36,251.18,94,85,737.95
89,9,4,17,2011-05-14,2012-07-13,2,725.02,89,1695.55,96,72,1885.1,1637.36,1,86,1234.69
89,9,5,58,2011-12-08,2011-11-15,1,38.45,51,450.37,1,98,374.94,236.0,31,23,1698.43
89,9,6,65,2012-05-12,2011-02-07,2,327.17,87,1128.6,7,24,1642.2,830.93,81,92,1397.31
89,9,7,78,2012-09-04,2012-01-28,3,824.0,23,238.18,75,20,975.47,1723.27,9,99,519.44
89,9,8,83,2011-03-08,2011-04-12,1,881.12,86,701.2,4,88,309.09,1769.24,65,47,40.42
89,9,9,55,2012-07-15,2011-04-27,1,604.47,13,337.89,63,56,1635.97,1500.93,9,43,854.33
89,9,10,41,2012-07-23,2012-01-23,1,319.57,30,233.86,67,89,1743.21,508.18,94,2,404.88
89,10,1,67,2012-11-22,2012-11-06,1,932.49,97,274.87,17,10,1006.3,479.0,18,76,1221.44
89,10,2,72,2011-03-01,2011-04-20,3,520.32,36,497.78,26,77,1261.53,643.03,34,34,1090.62
89,10,3,88,2012-07-24,2012-06-02,4,187.11,56,741.97,100,93,1465.55,125.01,89,97,1797.4
89,10,4,92,2012-05-11,2011-01-10,1,826.35,70,1621.33,62,58,11.86,1255.94,71,63,1166.64
89,10,5,83,2012-08-09,2011-01-04,1,311.31,47,247.1,3,58,446.76,563.63,55,68,1304.21
89,10,6,96,2011-06-09,2012-12-18,2,514.88,63,1145.29,99,21,261.49,235.01,96,59,1535.88
89,10,7,35,2011-07-16,2012-02-04,3,632.41,48,1164.41,58,41,1603.72,1467.66,74,92,1245.98
89,10,8,26,2012-04-18,2012-01-19,2,197.85,52,1361.36,65,12,1670.52,214.44,48,84,332.02
89,10,9,40,2011-09-19,2011-09-02,4,487.99,54,1189.77,48,45,1977.26,724.64,40,60,1533.6
89,10,10,68,2011-01-17,2011-04-04,2,785.67,97,1355.39,74,50,788.75,1750.88,53,40,1671.85
90,1,1,24,2011-03-12,2011-04-12,2,862.56,100,1679.79,50,31,366.53,1959.56,26,74,487.19
90,1,2,99,2011-03-10,2011-11-09,2,86.77,19,1666.35,60,8,1566.32,665.6,44,1,127.86
90,1,3,36,2012-03-24,2012-11-15,2,177.59,6,239.74,73,89,1257.22,772.15,90,45,1830.58
90,1,4,81,2011-07-17,2012-12-07,3,586.25,77,1174.47,50,64,650.95,646.34,3,88,1686.82
90,1,5,58,2011-12-23,2011-10-07,1,816.29,10,606.24,61,10,108.01,1341.99,6,44,200.49
90,1,6,35,2011-05-27,2011-11-26,4,460.87,98,1144.61,32,44,1723.75,1644.33,29,99,791.09
90,1,7,40,2012-02-04,2012-09-19,1,19.65,17,1556.45,29,2,432.59,1778.72,37,61,128.01
90,1,8,4,2011-03-11,2011-10-25,2,649.57,86,216.1,60,15,1032.61,1710.48,70,100,399.48
90,1,9,22,2011-06-28,2011-06-09,2,493.57,10,482.85,11,100,1707.48,718.59,59,57,774.63
90,1,10,43,2011-11-18,2012-05-12,4,267.17,15,1671.37,83,65,1605.68,693.39,53,38,1415.69
90,2,1,86,2012-12-13,2011-06-10,3,415.91,1,79.34,2,46,115.89,200.48,28,14,635.33
90,2,2,52,2012-12-05,2012-03-04,2,221.81,85,1522.21,76,70,392.16,945.87,47,44,1659.2
90,2,3,27,2012-07-14,2011-10-13,3,396.46,10,1458.32,98,45,361.15,1054.08,38,44,19.4
90,2,4,65,2012-04-22,2012-07-28,2,577.54,62,661.59,49,56,1201.55,1348.2,81,62,470.75
90,2,5,65,2011-01-07,2011-11-14,4,230.04,96,1465.14,3,60,1675.51,550.83,69,61,1387.97
90,2,6,28,2011-06-14,2012-03-04,4,168.27,72,954.64,4,33,1041.66,1629.79,15,54,1860.03
90,2,7,55,2012-11-07,2011-02-20,1,547.52,4,6.87,21,98,169.6,1909.53,37,100,46.77
90,2,8,30,2012-05-06,2011-01-16,2,248.85,6,1518.01,43,9,1649.36,1920.14,50,56,1804.53
90,2,9,7,2012-01-28,2011-08-28,4,442.46,80,1644.56,46,49,1260.37,809.69,57,74,1190.47
90,2,10,35,2012-03-03,2011-02-13,2,717.5,68,1783.41,60,36,569.14,845.89,92,91,571.62
90,3,1,42,2011-11-11,2011-02-23,4,536.77,34,957.89,41,92,1001.34,1115.8,53,45,467.3
90,3,2,86,2012-01-12,2012-09-14,2,265.61,76,1004.8,81,41,1871.6,1555.03,37,25,1390.46
90,3,3,4,2011-09-21,2012-12-09,2,111.72,84,1904.56,83,15,1365.04,1408.85,16,32,91.25
90,3,4,23,2012-07-30,2012-02-01,1,920.74,19,565.6,1,55,1653.24,1515.55,71,49,213.58
90,3,5,99,2012-11-15,2011-05-17,4,503.07,12,912.96,71,5,511.93,283.89,24,28,1456.24
90,3,6,88,2012-06-13,2012-05-10,1,476.24,10,1803.04,93,19,1961.49,1299.32,69,7,1087.72
90,3,7,54,2011-05-22,2011-12-11,3,589.27,81,945.84,66,78,700.05,421.39,49,84,1577.01
90,3,8,64,2011-01-26,2012-04-20,1,209.05,71,680.19,58,43,1898.69,262.15,62,70,1075.42
90,3,9,38,2012-07-17,2012-03-30,3,378.04,97,980.53,83,70,1275.89,575.59,11,45,1251.44
90,3,10,24,2011-04-22,2012-01-17,4,499.84,54,1106.5,32,72,636.73,167.36,57,3,176.23
90,4,1,6,2011-05-21,2012-02-02,2,463.4,92,422.14,76,65,1780.01,309.6,69,45,1559.03
90,4,2,39,2012-06-03,2012-04-15,1,689.8,25,436.69,15,49,636.12,1399.12,99,65,1166.7
90,4,3,73,2011-01-14,2012-01-07,1,878.94,21,1110.91,10,98,1376.74,580.35,34,71,768.77
90,4,4,94,2011-01-07,2011-11-24,1,240.56,65,1194.24,65,43,1289.36,1192.31,85,63,1512.63
90,4,5,28,2012-02-21,2011-09-02,3,465.83,95,1501.07,46,22,1310.94,1845.26,17,15,896.15
90,4,6,24,2012-03-08,2012-09-23,2,595.75,100,1983.87,97,11,1393.96,1732.22,27,43,551.49
90,4,7,99,2012-03-13,2012-11-09,3,346.07,100,867.71,27,25,56.98,630.36,73,61,1463.89
90,4,8,36,2012-11-07,2012-04-15,3,76.5,57,72.93,14,63,1237.68,1213.38,86,35,1314.43
90,4,9,48,2011-11-25,2011-10-15,2,347.25,37,574.08,80,53,385.72,240.76,16,29,279.97
90,4,10,51,2011-07-30,2012-12-23,2,263.07,50,1320.14,4,10,146.95,747.9,45,97,278.17
90,5,1,15,2011-09-01,2012-01-13,2,464.1,49,1303.62,78,68,1793.07,684.93,20,80,1985.3
90,5,2,83,2012-11-17,2012-11-22,2,766.86,22,1842.91,50,68,1092.79,1249.71,11,64,41.47
90,5,3,75,2011-08-30,2011-10-29,3,680.83,89,718.6,14,72,500.2,356.95,1,7,1115.03
90,5,4,9,2011-09-04,2012-09-05,2,244.59,46,1284.94,72,8,1636.99,1082.26,49,94,508.6
90,5,5,2,2012-06-07,2011-12-24,2,917.34,45,266.26,20,73,1183.57,697.18,64,94,1011.65
90,5,6,27,2012-06-01,2011-09-07,4,808.39,87,169.24,37,40,741.6,1139.51,27,4,181.76
90,5,7,58,2011-04-14,2011-04-07,4,483.01,39,1698.97,74,31,752.13,939.6,8,92,1751.34
90,5,8,76,2012-07-03,2011-11-27,2,797.49,32,1752.96,95,19,1113.43,77.48,25,35,1920.58
90,5,9,91,2011-10-03,2011-10-18,1,145.01,5,1422.99,29,32,1331.67,1396.65,71,10,447.43
90,5,10,99,2012-05-27,2011-02-17,1,299.02,24,426.6,47,88,89.66,162.09,17,70,479.43
90,6,1,58,2012-11-09,2011-08-13,2,110.46,99,917.53,75,84,28.76,22.4,56,29,1793.92
90,6,2,90,2012-02-04,2011-12-21,4,640.38,16,151.37,61,96,1820.62,857.63,95,98,1953.34
90,6,3,4,2011-08-23,2011-07-11,2,324.05,20,935.61,94,90,468.95,308.82,16,100,402.28
90,6,4,91,2012-08-13,2012-06-15,2,447.52,61,376.6,46,12,1726.66,1326.89,80,11,1864.64
90,6,5,44,2011-05-15,2011-08-05,3,855.24,43,532.97,53,63,815.64,837.71,8,42,3.55
90,6,6,41,2012-08-28,2011-12-13,4,385.65,6,1891.65,61,51,1970.45,481.99,88,80,569.14
90,6,7,92,2012-04-04,2011-03-01,1,775.52,1,1473.87,22,8,513.2,1657.42,53,58,1500.73
90,6,8,61,2012-01-24,2012-09-12,2,447.24,15,750.61,20,40,1593.98,954.77,38,25,1851.05
90,6,9,21,2012-10-23,2011-10-29,3,630.26,33,1427.8,51,16,511.56,342.95,54,41,108.27
90,6,10,76,2011-08-12,2012-03-16,3,868.15,13,316.05,55,48,796.74,966.92,96,92,238.87
90,7,1,66,2012-04-20,2011-05-21,2,614.38,33,881.55,13,41,35.76,661.15,21,33,70.21
90,7,2,78,2011-09-30,2012-01-16,2,178.5,41,1690.21,4,26,30.29,1390.45,88,61,451.41
90,7,3,26,2012-10-01,2012-04-13,2,56.62,29,1990.3,44,56,1558.89,735.77,39,94,1923.28
90,7,4,46,2012-02-29,2012-03-21,1,181.4,58,1135.75,5,95,1266.28,964.22,97,7,1946.43
90,7,5,83,2012-03-04,2012-02-05,4,49.61,62,317.73,36,20,626.91,90.65,64,40,1551.87
90,7,6,61,2012-09-10,2011-11-09,4,98.73,60,538.63,48,80,1284.51,945.49,49,54,1043.72
90,7,7,3,2011-11-27,2012-12-26,3,338.76,92,873.53,94,62,1196.04,415.65,65,5,1487.39
90,7,8,38,2012-10-06,2011-12-23,2,163.7,92,184.56,87,58,383.46,1030.01,10,10,424.78
90,7,9,54,2012-12-08,2011-12-29,2,241.67,54,304.8,63,13,799.74,807.97,36,97,622.27
90,7,10,87,2012-06-29,2011-04-29,2,393.01,40,1767.42,57,6,1931.28,1228.65,43,74,1270.66
90,8,1,14,2012-02-20,2011-08-04,2,595.14,21,937.8,54,63,208.49,796.22,22,12,749.58
90,8,2,37,2011-09-15,2012-09-23,2,537.73,83,563.94,19,35,1171.1,573.36,24,95,1012.84
90,8,3,10,2012-02-17,2012-08-05,4,554.38,60,1503.46,75,31,129.02,173.8,64,66,341.09
90,8,4,84,2011-03-25,2011-11-30,2,819.85,97,979.94,54,38,1659.98,1636.71,60,62,1652.24
90,8,5,78,2011-08-07,2012-09-29,3,564.25,40,1972.43,29,15,1977.65,318.55,86,53,536.85
90,8,6,21,2011-01-06,2011-11-21,3,49.38,57,492.01,71,22,1070.23,1884.64,61,17,187.57
90,8,7,4,2012-06-27,2011-04-12,1,853.3,53,1960.05,17,34,1066.32,426.99,44,99,1534.06
90,8,8,19,2012-03-30,2011-07-21,2,402.21,18,375.62,20,47,792.23,1366.31,98,47,1553.7
90,8,9,50,2012-02-15,2012-08-26,4,196.3,91,14.16,84,45,1013.27,1062.42,34,74,123.19
90,8,10,26,2011-11-09,2011-05-11,3,779.93,29,8.27,18,25,787.91,517.84,95,58,1781.4
90,9,1,32,2011-01-12,2011-01-22,4,384.46,32,348.19,90,47,1451.35,1843.41,38,94,755.39
90,9,2,53,2011-07-20,2011-05-03,3,216.76,74,875.28,40,25,1143.52,1579.11,55,87,634.05
90,9,3,65,2011-12-16,2012-10-02,1,816.79,98,1668.55,73,94,1931.71,1090.98,55,25,885.04
90,9,4,6,2012-11-02,2011-05-25,4,239.68,57,309.79,41,1,165.58,1590.01,29,77,1240.63
90,9,5,36,2012-06-22,2011-05-18,1,583.84,20,1777.52,24,34,56.72,1792.27,20,56,559.27
90,9,6,37,2011-01-03,2012-07-20,1,68.89,42,1991.05,16,33,1026.25,1240.01,6,100,1654.48
90,9,7,58,2011-03-13,2012-07-02,3,701.19,81,1142.52,58,61,901.79,1398.42,6,62,560.48
90,9,8,65,2011-05-06,2011-04-21,4,179.84,60,1849.32,60,98,997.5,1082.35,44,68,64.34
90,9,9,34,2012-01-16,2012-06-04,1,672.9,73,1912.15,41,40,1375.68,1023.79,16,26,1208.37
90,9,10,38,2011-07-14,2012-10-27,3,770.34,99,1010.76,51,97,1850.87,1415.5,8,77,161.72
90,10,1,38,2011-08-21,2011-04-12,3,722.86,17,271.45,61,43,478.76,676.14,70,92,571.04
90,10,2,19,2012-12-29,2011-04-22,3,130.18,55,1943.25,33,63,426.34,1541.61,2,85,1652.97
90,10,3,60,2011-01-15,2012-01-20,3,983.82,27,876.69,97,99,298.07,923.78,17,93,1618.33
90,10,4,12,2011-12-28,2011-01-18,4,997.12,60,1274.92,3,34,244.76,685.59,97,32,1536.7
90,10,5,39,2012-07-02,2011-10-11,4,324.72,50,1497.3,18,55,1566.38,1933.35,21,90,917.53
90,10,6,97,2012-01-28,2011-06-26,3,858.27,31,731.16,21,77,164.2,727.48,78,27,255.11
90,10,7,67,2011-01-22,2011-07-03,2,722.22,99,303.65,8,47,854.35,1576.18,1,88,1650.74
90,10,8,14,2012-10-21,2012-03-12,3,653.04,82,16.25,77,65,134.4,1766.08,36,24,689.14
90,10,9,71,2011-05-19,2011-10-06,2,868.25,87,1108.56,97,61,734.75,758.92,28,1,1674.18
90,10,10,22,2011-06-19,2012-06-04,1,837.64,90,748.88,84,59,406.01,388.38,56,89,754.87
91,1,1,87,2012-02-27,2011-06-20,1,795.29,16,1908.21,5,65,1807.63,796.56,76,64,1859.81
91,1,2,14,2011-08-02,2011-01-30,4,896.21,5,519.9,37,47,365.21,1734.54,23,92,797.87
91,1,3,79,2011-10-28,2011-04-10,3,233.76,14,80.24,36,46,340.43,1010.02,15,31,1535.01
91,1,4,24,2012-05-02,2011-07-22,2,987.48,91,390.19,53,26,487.38,1619.98,98,77,1044.54
91,1,5,15,2011-06-24,2012-10-19,3,954.43,17,1938.68,62,67,1470.15,1569.8,24,22,1438.44
91,1,6,92,2011-04-19,2012-04-18,1,982.13,99,558.52,90,20,219.86,1291.18,86,87,810.11
91,1,7,57,2011-08-27,2012-06-08,2,284.96,10,1689.31,61,62,562.4,1114.26,25,99,1387.22
91,1,8,52,2012-02-27,2011-09-08,3,385.49,98,1209.47,56,14,1584.98,123.61,33,91,873.98
91,1,9,85,2012-11-09,2012-05-02,2,999.12,26,1559.08,7,98,570.61,1903.85,57,34,554.04
91,1,10,45,2012-02-27,2011-11-28,1,392.45,73,622.43,92,90,1991.42,1267.93,15,15,1244.82
91,2,1,10,2012-10-04,2011-05-20,4,310.8,8,1612.86,27,22,1435.05,1659.72,96,44,1226.11
91,2,2,28,2012-07-29,2012-11-01,3,997.05,87,1085.97,73,71,1419.22,1161.25,66,23,953.78
91,2,3,65,2011-06-25,2011-06-14,2,369.34,20,795.51,32,34,1094.81,314.2,63,20,192.89
91,2,4,73,2011-12-06,2011-07-31,2,129.02,63,1367.47,73,75,1129.51,1050.75,21,22,1248.39
91,2,5,14,2011-03-27,2011-04-25,4,288.84,57,376.3,35,5,718.87,1960.84,89,87,1597.26
91,2,6,77,2011-08-01,2011-09-12,4,653.54,75,1854.7,88,33,951.31,442.01,47,71,1611.08
91,2,7,93,2012-08-17,2012-08-24,4,647.7,5,674.74,20,69,1091.72,385.79,61,8,1979.74
91,2,8,64,2012-11-04,2011-08-12,3,650.9,35,828.9,65,99,515.4,1580.07,96,25,973.79
91,2,9,4,2011-01-15,2011-05-31,1,319.32,40,1299.94,81,37,1484.59,749.77,42,42,1942.56
91,2,10,8,2011-07-31,2011-12-03,3,592.34,66,1142.05,5,30,1419.48,922.24,13,100,905.14
91,3,1,22,2011-01-07,2012-10-08,3,427.49,14,1340.37,16,79,1835.07,169.71,6,91,51.89
91,3,2,80,2012-02-02,2012-11-17,3,787.33,37,577.41,25,36,1177.81,1366.71,19,10,1720.71
91,3,3,38,2011-08-27,2011-09-28,4,9.08,6,1176.24,38,6,781.39,1034.52,53,31,15.76
91,3,4,51,2012-02-21,2011-06-01,4,305.34,29,795.48,95,71,1939.83,128.03,90,78,904.69
91,3,5,33,2011-07-20,2012-12-07,3,143.48,43,1978.77,36,54,1427.79,946.31,72,4,262.09
91,3,6,46,2012-05-25,2012-01-07,1,191.8,12,1754.83,46,39,358.84,731.74,9,79,261.58
91,3,7,22,2011-12-19,2012-08-06,4,525.82,97,963.84,3,66,1235.1,260.68,68,27,682.08
91,3,8,21,2012-10-04,2012-07-25,2,175.85,50,1039.6,71,85,1374.2,981.95,57,34,486.94
91,3,9,42,2012-01-01,2011-06-24,1,747.05,49,794.89,100,25,1325.39,707.92,62,48,1170.05
91,3,10,63,2012-12-13,2012-05-30,3,205.96,96,1058.11,14,24,1785.86,1328.17,17,1,1528.79
91,4,1,75,2011-01-25,2012-06-07,4,190.96,2,537.79,97,31,1808.98,1919.06,11,2,278.01
91,4,2,84,2011-02-25,2011-07-03,1,830.26,25,1072.71,66,81,397.04,1857.66,50,44,443.48
91,4,3,15,2012-06-21,2011-10-09,3,229.63,60,1870.14,16,6,1726.01,633.36,37,14,490.85
91,4,4,57,2011-05-26,2012-08-18,3,812.47,60,834.64,66,81,1579.7,1062.12,86,76,1321.26
91,4,5,62,2012-05-27,2011-05-22,4,859.87,73,459.19,92,85,283.23,1208.58,52,57,1948.0
91,4,6,80,2012-03-23,2012-01-15,4,717.16,78,1059.41,28,93,169.7,1402.58,93,59,132.58
91,4,7,11,2012-06-25,2012-06-27,1,427.59,91,1329.39,23,78,397.14,1926.97,61,19,1875.65
91,4,8,74,2012-09-29,2011-02-03,3,161.88,76,524.98,76,37,803.23,638.78,90,16,249.73
91,4,9,98,2012-10-06,2011-04-14,4,794.67,74,1406.45,33,46,934.46,75.96,77,52,626.54
91,4,10,98,2011-04-26,2012-05-06,2,213.25,31,1268.53,53,4,1823.33,896.4,60,61,584.41
91,5,1,39,2011-08-26,2011-09-18,2,333.59,91,1684.64,76,11,1150.06,1796.28,38,100,1947.44
91,5,2,79,2011-12-10,2011-07-21,3,272.29,46,530.89,80,45,79.22,1917.21,86,15,930.74
91,5,3,10,2012-12-17,2012-07-12,1,231.97,68,1836.38,94,50,241.61,964.51,54,93,1315.8
91,5,4,76,2012-08-14,2012-11-01,3,474.6,94,95.99,96,6,1357.06,1143.88,44,100,1788.6
91,5,5,19,2011-11-20,2012-03-23,3,829.93,4,329.03,64,71,781.9,684.17,88,96,955.47
91,5,6,68,2011-01-17,2012-07-15,1,892.52,18,334.17,3,6,752.71,1405.13,18,52,1803.91
91,5,7,53,2012-12-05,2012-05-03,3,703.29,97,550.33,24,22,662.93,396.41,56,36,492.3
91,5,8,42,2012-03-01,2011-09-13,2,993.57,9,428.66,22,23,1188.39,923.61,40,51,917.59
91,5,9,21,2012-07-14,2011-09-12,2,557.46,91,1690.86,90,39,1820.39,1905.09,49,89,1663.54
91,5,10,96,2012-04-01,2012-01-17,4,288.68,16,1708.7,19,63,1572.84,1060.21,90,21,566.65
91,6,1,86,2011-12-19,2011-11-02,2,2.72,92,1851.39,52,3,85.63,498.43,67,38,442.8
91,6,2,59,2011-07-31,2012-02-19,2,614.23,56,1302.74,73,30,1002.73,535.31,99,45,1417.22
91,6,3,27,2012-04-19,2011-12-09,4,587.49,44,1840.0,74,63,966.57,1513.19,15,62,1568.17
91,6,4,38,2012-02-04,2011-06-29,2,681.1,80,1475.45,46,16,304.52,1855.39,55,47,276.61
91,6,5,26,2011-04-10,2012-07-06,4,810.89,100,295.92,67,18,177.79,1211.91,34,4,1477.87
91,6,6,65,2011-11-20,2012-02-21,1,705.06,20,169.36,91,29,371.72,1036.16,7,41,1708.17
91,6,7,33,2011-09-07,2012-07-22,4,404.46,32,1306.77,29,53,1531.86,340.87,23,50,769.02
91,6,8,64,2011-12-03,2012-04-26,3,203.17,21,199.5,16,31,826.09,448.8,60,32,1969.66
91,6,9,73,2011-01-23,2011-10-20,2,17.06,38,593.2,38,91,1199.3,1404.48,30,8,1427.0
91,6,10,95,2011-04-11,2012-07-26,3,675.76,51,520.19,97,53,489.97,616.91,21,3,900.14
91,7,1,6,2011-04-21,2012-04-08,1,992.42,70,889.42,21,17,1734.25,1376.55,67,55,923.21
91,7,2,38,2012-10-04,2012-10-17,3,155.15,17,677.83,77,51,454.03,190.39,63,45,1173.36
91,7,3,89,2012-10-08,2012-02-22,3,706.72,77,989.81,72,1,303.26,1996.41,55,62,1914.6
91,7,4,12,2012-07-25,2012-09-06,4,542.04,88,301.5,23,58,1312.28,1488.97,36,40,1965.55
91,7,5,4,2012-11-04,2011-12-15,3,820.93,10,793.41,95,90,1429.91,1509.05,31,1,1692.22
91,7,6,23,2012-09-08,2012-04-09,2,728.23,72,708.9,87,2,71.28,442.49,39,78,1226.62
91,7,7,49,2011-11-04,2012-05-06,2,573.48,83,1902.72,78,19,1986.42,1252.26,55,18,1558.67
91,7,8,92,2012-11-12,2011-08-12,3,950.6,33,1504.28,78,42,380.42,873.1,14,19,766.57
91,7,9,5,2012-01-16,2012-01-02,2,868.91,63,1537.15,9,75,1431.51,736.62,96,93,1642.32
91,7,10,91,2011-10-11,2012-05-05,2,453.02,3,646.42,51,69,1782.88,1116.91,81,27,1168.9
91,8,1,99,2012-09-28,2011-08-02,2,867.76,27,374.55,19,79,782.66,1493.19,82,91,332.57
91,8,2,88,2012-11-09,2011-02-08,1,590.35,80,236.88,6,58,1953.6,1935.43,50,55,1554.11
91,8,3,22,2011-04-25,2011-06-13,3,973.48,54,451.72,15,73,1455.78,1827.42,25,94,1727.15
91,8,4,8,2011-06-21,2011-04-19,1,564.67,78,1127.9,29,41,742.72,1873.59,87,4,1362.68
91,8,5,87,2011-10-14,2012-05-29,1,907.41,86,1211.87,92,16,1575.49,803.17,70,45,1382.69
91,8,6,46,2011-01-22,2012-01-07,2,799.04,59,653.75,68,18,627.36,1037.74,52,30,397.36
91,8,7,17,2011-08-11,2011-04-21,1,792.76,23,944.22,74,92,1431.76,1205.83,6,97,1222.74
91,8,8,90,2011-11-09,2011-01-20,3,775.39,2,1098.29,87,45,1261.93,233.67,37,30,31.99
91,8,9,95,2011-09-22,2012-08-28,1,327.92,41,1696.64,67,24,1077.38,823.86,29,80,1111.62
91,8,10,38,2012-04-10,2011-01-22,2,598.99,46,208.24,83,42,1252.38,473.43,7,45,1531.5
91,9,1,85,2012-09-11,2012-06-15,3,173.5,5,56.04,58,25,611.99,1100.57,81,3,822.91
91,9,2,91,2011-04-17,2011-03-31,1,874.69,78,466.43,28,75,1950.43,1137.3,90,34,1503.02
91,9,3,12,2011-11-08,2011-08-25,3,788.5,49,620.27,73,85,1338.55,1765.7,80,93,483.63
91,9,4,26,2011-09-24,2012-05-10,3,890.07,3,397.31,2,19,625.9,59.4,67,44,1305.08
91,9,5,48,2011-06-07,2012-12-24,4,535.13,37,39.5,89,41,427.27,1018.78,49,48,1492.34
91,9,6,87,2012-03-14,2012-11-19,2,376.03,47,674.67,75,85,43.42,581.03,44,52,36.21
91,9,7,51,2012-04-12,2011-11-20,1,634.2,99,519.02,43,40,1762.29,205.69,30,67,521.43
91,9,8,90,2012-11-12,2011-05-13,3,712.36,97,1411.25,46,62,1506.24,628.07,14,29,1156.24
